1413747310 utime Stat TireWrn TLF  TRF  TRT  TSP  T5  PrLF PrRF PrRT PrSP Pr5 SNLF SNRF SNRT SNSP SN5 lowBatt low12T low25T Ssn act msW CT ACKA EET
1413751967 4659536 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751968 4660538 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751969 4661539 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751970 4662542 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751971 4663545 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751972 4664548 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751973 4665550 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751974 4666551 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751975 4667552 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751976 4668558 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751977 4669561 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751978 4670563 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751979 4671565 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751980 4672570 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751981 4673575 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751982 4674578 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751983 4675581 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751984 4676586 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751985 4677591 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751986 4678595 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751987 4679597 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751988 4680600 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751989 4681602 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751990 4682606 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751991 4683611 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751992 4684614 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751993 4685617 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751994 4686622 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751995 4687625 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751996 4688631 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751997 4689635 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751998 4690638 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413751999 4691641 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752000 4692644 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752001 4693645 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752002 4694650 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752003 4695653 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752004 4696658 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752005 4697659 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752006 4698662 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752007 4699667 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752008 4700670 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752009 4701675 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752010 4702676 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752011 4703681 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752012 4704685 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752013 4705687 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752014 4706691 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752015 4707694 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752016 4708700 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752017 4709705 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752018 4710712 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752019 4711715 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752020 4712720 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752021 4713722 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752022 4714725 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752023 4715730 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752024 4716733 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752025 4717738 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752026 4718743 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752027 4719748 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752028 4720749 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752029 4721756 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752030 4722757 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752031 4723762 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752032 4724767 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752033 4725771 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752034 4726776 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752035 4727778 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752036 4728782 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752037 4729783 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752038 4730784 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752039 4731789 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752040 4732790 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752041 4733791 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752042 4734796 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752043 4735801 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752044 4736802 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752045 4737803 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752046 4738805 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752047 4739806 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752048 4740809 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752049 4741813 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752050 4742818 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752051 4743820 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752052 4744823 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752053 4745826 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752054 4746828 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752055 4747831 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752056 4748833 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752057 4749838 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752058 4750839 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752059 4751841 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752060 4752845 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752061 4753849 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752062 4754853 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752063 4755869 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752064 4756872 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752065 4757874 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752066 4758878 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752067 4759880 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752068 4760882 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752069 4761888 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752070 4762890 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752071 4763892 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752072 4764899 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752073 4765904 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752074 4766907 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752075 4767908 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752076 4768912 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752077 4769914 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752078 4770921 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752079 4771923 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752080 4772925 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752081 4773928 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752082 4774929 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752083 4775930 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752084 4776931 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752085 4777933 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752086 4778935 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752087 4779938 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752088 4780940 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752089 4781944 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752090 4782946 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752091 4783947 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752092 4784949 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752093 4785952 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752094 4786954 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752095 4787955 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752096 4788959 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752097 4789960 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752098 4790962 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752099 4791965 192 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752100 4792967 192 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752101 4793971 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752102 4794977 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752103 4795978 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752104 4796983 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752105 4797987 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752106 4798992 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752107 4799997 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752109 4801000 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752110 4802006 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752111 4803007 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752112 4804013 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752113 4805018 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752114 4806019 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752115 4807023 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752116 4808024 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752117 4809029 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752118 4810033 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752119 4811036 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752120 4812041 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752121 4813045 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752122 4814047 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752123 4815048 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752124 4816050 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752125 4817053 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752126 4818057 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752127 4819058 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752128 4820062 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752129 4821065 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752130 4822067 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752131 4823068 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752132 4824072 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752133 4825075 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752134 4826078 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752135 4827083 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752136 4828085 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752137 4829091 192 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752138 4830095 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752139 4831096 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752140 4832098 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752141 4833107 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752142 4834108 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752143 4835110 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752144 4836112 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752145 4837117 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752146 4838118 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752147 4839120 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752148 4840123 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752149 4841126 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752150 4842130 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752151 4843131 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752152 4844133 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752153 4845134 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752154 4846138 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752155 4847139 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752156 4848142 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752157 4849145 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752158 4850149 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752159 4851151 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752160 4852152 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752161 4853157 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752162 4854160 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752163 4855162 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752164 4856163 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752165 4857164 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752166 4858168 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752167 4859175 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752168 4860178 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752169 4861180 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752170 4862186 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752171 4863192 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752172 4864197 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752173 4865202 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752174 4866215 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752175 4867220 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752176 4868225 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
1413752177 4869230 209 0 3 3 3 3 3 250 250 250 250 251 16711680 405955 408536 426968 0 0 0 0 0 0 0 0 0 0
